id,question,predicted,ground_truth,answer_correct,f1,evidence_retrieved,mu,chi_nli,chi_lexical,chi_entity,chi_combined,rho,coherence,flagged,expected_coherent,explanation
case_00082,What is frida kahlo was a mexican painter?,energy are equivalent he,pain her whole,0,0.0,1,0.0522,0.0,1.0,0.0,1.0,0.0522,contradicted,1,1,"Answer ""energy are equivalent he"" contradicts the evidence. The answer contains words (energy, equivalent, he) that do not appear in the evidence at all. Evidence says: ""frida kahlo was a mexican painter known for her self-portraits and surrealist style. she was in a terrible bus accident as a teenager that left her in pain her whole life. she married diego rivera twice. her work explores identity pain and mexican culture. she became a feminist icon posthumously."""
case_00083,What is einstein was a theoretical physicist who?,the war by years,photoelectric effect not relativity he,0,0.0,1,0.0513,0.0,1.0,0.0,1.0,0.0513,contradicted,1,1,"Answer ""the war by years"" contradicts the evidence. The answer contains words (war, years) that do not appear in the evidence at all. Evidence says: ""einstein was a theoretical physicist who developed the theory of relativity. his famous equation E=mc^2 shows mass and energy are equivalent. he won the nobel prize for the photoelectric effect not relativity. he was a pacifist and jewish refugee who fled nazi germany to the US."""
case_00084,What is quantum mechanics describes nature at the?,by linus torvalds in 1991,on how,0,0.0,1,0.0499,0.0,1.0,0.0,1.0,0.0499,contradicted,1,1,"Answer ""by linus torvalds in 1991"" contradicts the evidence. The answer contains words (linus, torvalds) that do not appear in the evidence at all. Evidence says: ""quantum mechanics describes nature at the atomic and subatomic scale. particles behave as both waves and particles depending on how you measure them. the schrodinger equation describes how quantum states evolve. observation collapses the wavefunction. nobody really understands it says feynman."""
case_00085,What is adults need 7-9 hours of sleep?,polymath artist inventor and,memories chronic sleep,0,0.0,1,0.0429,0.0,1.0,0.0,1.0,0.0429,contradicted,1,1,"Answer ""polymath artist inventor and"" contradicts the evidence. The answer contains words (polymath, artist, inventor) that do not appear in the evidence at all. Evidence says: ""adults need 7-9 hours of sleep per night for optimal health. sleep is when the brain clears waste products and consolidates memories. chronic sleep deprivation is linked to obesity heart disease and depression"""
case_00086,What is alan turing was a mathematician and?,descent is,descent is,1,1.0,1,0.0495,0.0,1.0,0.0,1.0,0.0495,contradicted,1,0,"Answer ""descent is"" contradicts the evidence. The answer contains words (descent) that do not appear in the evidence at all. Evidence says: ""alan turing was a mathematician and computer scientist. he formalized the concept of computation with the turing machine. he cracked the enigma code during ww2 which historians say shortened the war by years. he was prosecuted for homosexuality and chemicall"""
case_00087,What is michael jordan is widely considered the?,considered the greatest basketball player,considered the greatest basketball player,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0461,coherent,0,1,"Answer ""considered the greatest basketball player"" is consistent with the evidence."
case_00088,What is the internet started as ARPANET a?,the war ended,billion users its basically a,0,0.0,1,0.046,0.0,1.0,0.0,1.0,0.046,contradicted,1,1,"Answer ""the war ended"" contradicts the evidence. The answer contains words (war, ended) that do not appear in the evidence at all. Evidence says: ""the internet started as ARPANET a US military project in the 1960s. tim bernerslee invented the world wide web in 1989. now theres like 5 billion users. its basically a series of tubes filled with cat videos and arguments. net neutrality is a recurring political issue."""
case_00089,What is the roman empire at its peak?,stretched from,stretched from,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0479,coherent,0,1,"Answer ""stretched from"" is consistent with the evidence."
case_00090,What is brazil is the largest country in?,warming to 15C,largest country in south america,0,0.0,1,0.0521,0.0,1.0,0.0,1.0,0.0521,contradicted,1,1,"Answer ""warming to 15C"" contradicts the evidence. The answer contains words (warming) that do not appear in the evidence at all. Evidence says: ""brazil is the largest country in south america covering nearly half the continent. the amazon rainforest which is crucial for global climate is mostly in brazil. rio de Janeiro is famous for its carnival festival and christ the redeemer statue. portuguese is the official language unlike the rest of south america."""
case_00091,What is cryptography is the practice of secure?,the maillard reaction is responsible,still considered secure for symmetric,0,0.0,1,0.0496,0.0,1.0,0.0,1.0,0.0496,contradicted,1,1,"Answer ""the maillard reaction is responsible"" contradicts the evidence. The answer contains words (maillard, reaction, responsible) that do not appear in the evidence at all. Evidence says: ""cryptography is the practice of secure communication in the presence of adversaries. public key cryptography enables secure communication without sharing a secret key first. RSA and elliptic curve cryptography are widely used. quantum computers threaten to break current publickey systems. AES is still considered secure for symmetric encryption."""
case_00092,What is the moon is earths only natural?,vs exploitation tradeoff is,but theres overwhelming evidence we,0,0.0,1,0.0484,0.0,1.0,0.0,1.0,0.0484,contradicted,1,1,"Answer ""vs exploitation tradeoff is"" contradicts the evidence. The answer contains words (vs, exploitation, tradeoff) that do not appear in the evidence at all. Evidence says: ""the moon is earths only natural satellite. its about 384400 km away and 1/4 the size of earth. the moon landing in 1969 is one of humanitys greatest achievements. conspiracy theorists think it was faked but theres overwhelming evidence we went. the moon is slowly drifting away."""
case_00093,What is gradient descent is the workhorse optimization?,individuals with advantageous traits survive,individuals with advantageous traits survive,1,1.0,1,0.0482,0.0,1.0,0.0,1.0,0.0482,contradicted,1,0,"Answer ""individuals with advantageous traits survive"" contradicts the evidence. The answer contains words (individuals, advantageous, traits, survive) that do not appear in the evidence at all. Evidence says: ""gradient descent is the workhorse optimization algorithm in machine learning. you compute the gradient of the loss function and take steps in the opposite direction. learning rate m"""
case_00094,What is blockchain is a distributed ledger technology?,mass and energy are,cryptographic hash of the previous,0,0.0,1,0.0471,0.0,1.0,0.0,1.0,0.0471,contradicted,1,1,"Answer ""mass and energy are"" contradicts the evidence. The answer contains words (mass, energy) that do not appear in the evidence at all. Evidence says: ""blockchain is a distributed ledger technology that underpins cryptocurrencies like bitcoin. each block contains a cryptographic hash of the previous block creating a chain. its supposed to be immutable and trustless. in practice its slow expensive and most applications havent found productmarket fit outside speculation."""
case_00095,What is cooking is both an art and?,is that humans,is that humans,1,1.0,1,0.0464,0.0,1.0,0.0,1.0,0.0464,contradicted,1,0,"Answer ""is that humans"" contradicts the evidence. The answer contains words (that, humans) that do not appear in the evidence at all. Evidence says: ""cooking is both an art and a science. the maillard reaction is responsible for browning and flavor development when you sear meat. salt enhances flavor acid balances it. mise en place means having everything prepared before you start cooking. a sharp knife is safer than a dull one."""
case_00096,What is adults need 7-9 hours of sleep?,species 1859 individuals,species 1859 individuals,1,1.0,1,0.0471,0.0,1.0,0.0,1.0,0.0471,contradicted,1,0,"Answer ""species 1859 individuals"" contradicts the evidence. The answer contains words (species, individuals) that do not appear in the evidence at all. Evidence says: ""adults need 7-9 hours of sleep per night for optimal health. sleep is when the brain clears waste products and consolidates memories. chronic sleep deprivation is linked to obesity heart disease and depression. screens before bed suppress melatonin production. idont get nearly enough sleep these days."""
case_00097,What is the industrial revolution started in britain?,volcanoes mostly,volcanoes mostly,1,1.0,1,0.0539,0.0,1.0,0.0,1.0,0.0539,contradicted,1,0,"Answer ""volcanoes mostly"" contradicts the evidence. The answer contains words (volcanoes, mostly) that do not appear in the evidence at all. Evidence says: ""the industrial revolution started in britain around 1760. steam power mechanized textile production and railways transformed transportation. people moved from farms to cities in massive numbers. working conditions were terrible at first with child labor and 16hour workdays common."""
case_00098,What is the earths average temperature has risen?,tectonic plates,tectonic plates,1,1.0,1,0.0539,0.0,1.0,0.0,1.0,0.0539,contradicted,1,0,"Answer ""tectonic plates"" contradicts the evidence. The answer contains words (tectonic, plates) that do not appear in the evidence at all. Evidence says: ""the earths average temperature has risen about 1.2C since preindustrial times. the overwhelming consensus among climate scientists is that humans are causing it through greenhouse gas emissions. effects include sea level rise more extreme weather and biodiversity loss. the paris agreement aims to limit warming to 1.5C but were not on track."""
case_00099,What is evolution by natural selection was proposed?,unknown,unknown,1,1.0,1,0.0469,0.0,1.0,0.0,1.0,0.0469,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is evolution by natural selection was proposed?"""
case_00100,What is marie curie was a physicist and?,race were,do so she died of,0,0.0,1,0.0506,0.0,1.0,0.0,1.0,0.0506,contradicted,1,1,"Answer ""race were"" contradicts the evidence. The answer contains words (race) that do not appear in the evidence at all. Evidence says: ""marie curie was a physicist and chemist who pioneered research on radioactivity. she discovered polonium and radium. she won nobel prizes in both physics and chemistry the first person to do so. she died of aplastic anemia from radiation exposure. her notebooks are still radioactive."""
case_00101,What is linux is a free open source?,the internets servers android,the internets servers android,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0517,coherent,0,1,"Answer ""the internets servers android"" is consistent with the evidence."
