id,question,predicted,ground_truth,answer_correct,f1,evidence_retrieved,mu_before,mu_after,chi_nli,chi_lexical,chi_entity,chi_combined,rho,coherence,flagged,expected_coherent,explanation,fix_type,fix_query,rag_improved
case_00104,What is DNA has a double helix structure?,executing 17000 people,Rosalind Franklin the,0,0.0,1,0.0498,1.0,0.0034,0.0,0.0,0.0034,0.0498,coherent,0,1,"Answer ""executing 17000 people"" is consistent with the evidence.",lexical,executing people,1
case_00105,What is the transformer architecture introduced in 2017?,human ever,et al revolutionized NLP its,0,0.0,1,0.0482,1.0,0.0049,0.0,0.0,0.0049,0.0482,coherent,0,1,"Answer ""human ever"" is consistent with the evidence.",lexical,human ever,1
case_00106,What is da vinci was a renaissance polymath?,unknown,unknown,1,1.0,1,0.0483,0.0483,0.0209,1.0,0.0,1.0,0.0483,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is da vinci was a renaissance polymath?""",lexical,unknown,0
case_00107,What is japan is an island nation in?,jamaica he won 8 olympic,jamaica he won 8 olympic,1,1.0,1,0.0467,1.0,0.0007,0.0,0.0,0.0007,0.0467,coherent,0,0,"Answer ""jamaica he won 8 olympic"" is consistent with the evidence.",lexical,jamaica he won olympic,1
case_00108,What is databases store organized data.?,slam singles titles the most,slam singles titles the most,1,1.0,1,0.0474,1.0,0.0091,0.0,0.0,0.0091,0.0474,coherent,0,0,"Answer ""slam singles titles the most"" is consistent with the evidence.",lexical,slam singles titles,1
case_00109,What is ww2 lasted from 1939 to 1945?,unknown,unknown,1,1.0,1,0.0477,0.0477,0.0093,1.0,0.0,1.0,0.0477,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is ww2 lasted from 1939 to 1945?""",lexical,unknown,0
case_00110,What is rl is about an agent learning?,of the loss function,discover better,0,0.0,1,0.0445,1.0,0.0035,0.0,0.0,0.0035,0.0445,coherent,0,1,"Answer ""of the loss function"" is consistent with the evidence.",lexical,loss function,1
case_00111,What is python and javascript are two of?,and ML,and ML,1,1.0,1,1.0,1.0,0.0105,0.0,0.0,0.0105,0.0525,coherent,0,1,"Answer ""and ML"" is consistent with the evidence.",none,,0
case_00112,What is gradient descent is the workhorse optimization?,you diverge,you diverge,1,1.0,1,0.0535,0.0535,0.9338,0.0,0.0,0.9338,0.05,contradicted,1,1,"Answer ""you diverge"" contradicts the evidence. The NLI model finds that 'you diverge' semantically contradicts the evidence (NLI score: 0.93). Evidence says: ""learning rate matters a lot too small and you never converge too large and you diverge.""",nli,What is gradient descent is the workhorse optimization? you diverge,0
case_00113,What is the Earths lithosphere is divided into?,a few centimeters,a few centimeters,1,1.0,1,1.0,1.0,0.0018,0.0,0.0,0.0018,0.0507,coherent,0,1,"Answer ""a few centimeters"" is consistent with the evidence.",none,,0
case_00114,What is music is a universal human phenomenon?,italian flag its,scales and instruments streaming,0,0.0,1,0.0505,1.0,0.0028,0.0,0.0,0.0028,0.0505,coherent,0,1,"Answer ""italian flag its"" is consistent with the evidence.",lexical,italian flag its,1
case_00115,What is einstein was a theoretical physicist who?,who developed,who developed,1,1.0,1,1.0,1.0,0.0003,0.0,0.0,0.0003,0.0548,coherent,0,1,"Answer ""who developed"" is consistent with the evidence.",none,,0
case_00116,What is serena williams is one of the?,unknown,unknown,1,1.0,1,0.0464,0.0464,0.0036,1.0,0.0,1.0,0.0464,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is serena williams is one of the?""",lexical,unknown,0
case_00117,What is the French Revolution began in 1789?,reign of terror under,reign of terror under,1,1.0,1,1.0,1.0,0.0006,0.0,0.0,0.0006,0.0472,coherent,0,1,"Answer ""reign of terror under"" is consistent with the evidence.",none,,0
case_00118,What is usain bolt is the fastest human?,computing systems vaguely,computing systems vaguely,1,1.0,1,0.0483,0.0483,0.9955,1.0,0.0,1.0,0.0483,contradicted,1,0,"Answer ""computing systems vaguely"" contradicts the evidence. The NLI model finds that 'computing systems vaguely' semantically contradicts the evidence (NLI score: 1.00); The answer contains words (computing, systems, vaguely) that do not appear in the evidence at all. Evidence says: ""usain bolt is the fastest human ever timed. he holds world records in the 100m 200m and 4x100m relay. from jamaica he won 8 olympic gold medals. his signature celebration is the lightning bolt pose. he retired in 2017 and tried football unsuccessfully.""",nli,computing systems vaguely What is usain bolt is the fastest human? computing systems vaguely,0
case_00119,What is most startups fail within the first?,her work,the hardest,0,0.0,1,0.0489,1.0,0.0054,0.0,0.0,0.0054,0.0489,coherent,0,1,"Answer ""her work"" is consistent with the evidence.",lexical,her work,1
case_00120,What is coffee is one of the most?,country in south america,coffee is one of,0,0.0,1,0.0496,1.0,0.0006,0.0,0.0,0.0006,0.0496,coherent,0,1,"Answer ""country in south america"" is consistent with the evidence.",lexical,country south america,1
case_00121,What is serena williams is one of the?,with her,with her,1,1.0,1,0.0469,1.0,0.0039,0.0,0.0,0.0039,0.0469,coherent,0,0,"Answer ""with her"" is consistent with the evidence.",lexical,her,1
case_00122,What is michael jordan is widely considered the?,ever he won 6 NBA,ever he won 6 NBA,1,1.0,1,0.0486,1.0,0.0177,0.0,0.0,0.0177,0.0486,coherent,0,0,"Answer ""ever he won 6 NBA"" is consistent with the evidence.",entity,ever he won nba nba,1
case_00123,What is the cold war was a period?,a series of tubes filled,a series of tubes filled,1,1.0,1,0.0488,0.2221,0.2116,0.0,0.0,0.2116,0.0488,weak,0,0,"Answer ""a series of tubes filled"" is consistent with the evidence.",lexical,series tubes filled,0
case_00124,What is cnns dominated computer vision for years?,as a dish,as a dish,1,1.0,1,0.0466,0.0466,0.7854,1.0,0.0,1.0,0.0466,contradicted,1,0,"Answer ""as a dish"" contradicts the evidence. The NLI model finds that 'as a dish' semantically contradicts the evidence (NLI score: 0.79); The answer contains words (dish) that do not appear in the evidence at all. Evidence says: ""cnns dominated computer vision for years with their translation equivariance built in through convolutions. but now vision transformers are giving them a run for their money. image classification object detection segmentation are the main tasks. data augmentation is critical for generalization.""",nli,dish What is cnns dominated computer vision for years? as a dish,0
case_00125,What is neural networks are computing systems vaguely?,videos and arguments net neutrality,videos and arguments net neutrality,1,1.0,1,0.0469,1.0,0.0011,0.0,0.0,0.0011,0.0469,coherent,0,0,"Answer ""videos and arguments net neutrality"" is consistent with the evidence.",lexical,videos arguments net neutrality,1
case_00126,What is DNA has a double helix structure?,jordan is widely considered,Franklin the strands are made,0,0.0,1,0.0494,1.0,0.0013,0.0,0.0,0.0013,0.0494,coherent,0,1,"Answer ""jordan is widely considered"" is consistent with the evidence.",lexical,jordan widely considered,1
case_00127,What is evolution by natural selection was proposed?,reproduce more over,reproduce more over,1,1.0,1,1.0,1.0,0.0059,0.0,0.0,0.0059,0.0494,coherent,0,1,"Answer ""reproduce more over"" is consistent with the evidence.",none,,0
case_00128,What is cats and dogs are the two?,chicago bulls in the,pack animals,0,0.0,1,0.0487,0.0487,0.9779,1.0,0.0,1.0,0.0487,contradicted,1,1,"Answer ""chicago bulls in the"" contradicts the evidence. The NLI model finds that 'chicago bulls in the' semantically contradicts the evidence (NLI score: 0.98); The answer contains words (chicago, bulls) that do not appear in the evidence at all. Evidence says: ""cats and dogs are the two most popular pets in the world. dogs were domesticated about 15000 years ago while cats domesticated themselves about 10000 years ago. the internets favorite debate. dogs are pack animals cats are solitary. both are fine honestly depends on your lifestyle.""",nli,chicago bulls What is cats and dogs are the two? chicago bulls in the,0
case_00129,What is frida kahlo was a mexican painter?,unknown,unknown,1,1.0,1,0.0505,0.0505,0.0054,1.0,0.0,1.0,0.0505,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is frida kahlo was a mexican painter?""",lexical,unknown,0
case_00130,What is Photosynthesis is how plants convert sunlight?,trustless in practice,are basically solar-powered sugar factories,0,0.0,1,0.0509,1.0,0.0061,0.0,0.0,0.0061,0.0509,coherent,0,1,"Answer ""trustless in practice"" is consistent with the evidence.",lexical,trustless practice,1
case_00131,What is neural networks are computing systems vaguely?,was in a terrible,interconnected nodes called neurons each,0,0.0,1,0.0452,1.0,0.0337,0.0,0.0,0.0337,0.0452,coherent,0,1,"Answer ""was in a terrible"" is consistent with the evidence.",lexical,terrible,1
case_00132,What is antarctica is the coldest driest and?,greatest achievements conspiracy theorists,greatest achievements conspiracy theorists,1,1.0,1,0.0485,0.4398,0.1096,0.0,0.0,0.1096,0.0485,coherent,0,0,"Answer ""greatest achievements conspiracy theorists"" is consistent with the evidence.",lexical,greatest achievements conspiracy theorists,1
case_00133,What is pizza originated in naples italy as?,italian flag its now,italian flag its now,1,1.0,1,0.048,1.0,0.0094,0.0,0.0,0.0094,0.048,coherent,0,0,"Answer ""italian flag its now"" is consistent with the evidence.",lexical,italian flag its now,1
case_00134,What is frida kahlo was a mexican painter?,public key,public key,1,1.0,1,0.0525,1.0,0.0021,0.0,0.0,0.0021,0.0525,coherent,0,0,"Answer ""public key"" is consistent with the evidence.",lexical,public key,1
case_00135,What is einstein was a theoretical physicist who?,to western civilization,to western civilization,1,1.0,1,0.0525,0.0525,0.999,1.0,0.0,1.0,0.0525,contradicted,1,0,"Answer ""to western civilization"" contradicts the evidence. The NLI model finds that 'to western civilization' semantically contradicts the evidence (NLI score: 1.00); The answer contains words (western, civilization) that do not appear in the evidence at all. Evidence says: ""einstein was a theoretical physicist who developed the theory of relativity. his famous equation E=mc^2 shows mass and energy are equivalent. he won the nobel prize for the photoelectric effect not relativity. he was a pacifist and jewish refugee who fled nazi germany to the US.""",nli,western civilization What is einstein was a theoretical physicist who? to western civilization,0
case_00136,What is quantum mechanics describes nature at the?,torvalds in,torvalds in,1,1.0,1,0.05,0.05,0.8796,1.0,0.0,1.0,0.05,contradicted,1,0,"Answer ""torvalds in"" contradicts the evidence. The NLI model finds that 'torvalds in' semantically contradicts the evidence (NLI score: 0.88); The answer contains words (torvalds) that do not appear in the evidence at all. Evidence says: ""quantum mechanics describes nature at the atomic and subatomic scale. particles behave as both waves and particles depending on how you measure them. the schrodinger equation describes how quantum states evolve. observation collapses the wavefunction. nobody really understands it says feynman.""",nli,torvalds What is quantum mechanics describes nature at the? torvalds in,0
case_00137,What is adults need 7-9 hours of sleep?,the industrial revolution started,the industrial revolution started,1,1.0,1,0.0452,1.0,0.001,0.0,0.0,0.001,0.0452,coherent,0,0,"Answer ""the industrial revolution started"" is consistent with the evidence.",lexical,industrial revolution started,1
case_00138,What is alan turing was a mathematician and?,the practice of secure,prosecuted for,0,0.0,1,0.0483,0.2741,0.1757,0.0,0.0,0.1757,0.0483,weak,0,1,"Answer ""the practice of secure"" is consistent with the evidence.",lexical,practice secure,0
case_00139,What is michael jordan is widely considered the?,the moon,the moon,1,1.0,1,0.047,1.0,0.0013,0.0,0.0,0.0013,0.047,coherent,0,0,"Answer ""the moon"" is consistent with the evidence.",lexical,moon,1
case_00140,What is the internet started as ARPANET a?,on xray crystallography data from,1960s tim bernerslee invented,0,0.0,1,0.0494,0.8044,0.0668,0.0,0.0,0.0668,0.0494,coherent,0,1,"Answer ""on xray crystallography data from"" is consistent with the evidence.",lexical,xray crystallography data,1
case_00141,What is the roman empire at its peak?,unknown,unknown,1,1.0,1,0.0501,0.0501,0.0078,1.0,0.0,1.0,0.0501,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is the roman empire at its peak?""",lexical,unknown,0
case_00142,What is brazil is the largest country in?,unknown,unknown,1,1.0,1,0.0496,0.0496,0.0066,1.0,0.0,1.0,0.0496,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is brazil is the largest country in?""",lexical,unknown,0
case_00143,What is cryptography is the practice of secure?,of secure communication in the,of secure communication in the,1,1.0,1,1.0,1.0,0.0003,0.0,0.0,0.0003,0.0489,coherent,0,1,"Answer ""of secure communication in the"" is consistent with the evidence.",none,,0
case_00144,What is the moon is earths only natural?,known culture,theres overwhelming evidence,0,0.0,1,0.0489,1.0,0.0213,0.0,0.0,0.0213,0.0489,coherent,0,1,"Answer ""known culture"" is consistent with the evidence.",lexical,known culture,1
case_00145,What is gradient descent is the workhorse optimization?,unknown,unknown,1,1.0,1,0.049,0.049,0.0158,1.0,0.0,1.0,0.049,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is gradient descent is the workhorse optimization?""",lexical,unknown,0
case_00146,What is blockchain is a distributed ledger technology?,applications havent found productmarket fit,applications havent found productmarket fit,1,1.0,1,1.0,1.0,0.0004,0.0,0.0,0.0004,0.0459,coherent,0,1,"Answer ""applications havent found productmarket fit"" is consistent with the evidence.",none,,0
case_00147,What is cooking is both an art and?,mass and energy,mise en place means having,0,0.0,1,0.0476,1.0,0.005,0.0,0.0,0.005,0.0476,coherent,0,1,"Answer ""mass and energy"" is consistent with the evidence.",lexical,mass energy,1
